ID	ra_center	dec_center
261	137.113200	-53.797500
262	143.658700	-53.797500
263	150.204100	-53.797500
264	156.749600	-53.797500
265	163.295100	-53.797500
266	169.840500	-53.797500
267	176.385900	-53.797500
268	182.931400	-53.797500
269	189.476900	-53.797500
270	196.022300	-53.797500
271	202.567800	-53.797500
272	209.113200	-53.797500
273	215.658700	-53.797500
274	222.204100	-53.797500
275	228.749600	-53.797500
276	235.295100	-53.797500
277	241.840500	-53.797500
278	248.385900	-53.797500
279	254.931400	-53.797500
280	261.476900	-53.797500
281	268.022300	-53.797500
282	274.567800	-53.797500
283	281.113200	-53.797500
284	287.658700	-53.797500
285	294.204100	-53.797500
286	300.749600	-53.797500
287	307.295000	-53.797500
288	313.840500	-53.797500
289	320.385900	-53.797500
290	326.931400	-53.797500
291	333.476900	-53.797500
292	340.022300	-53.797500
293	346.567800	-53.797500
294	353.113200	-53.797500
295	359.689100	-49.797600
296	5.689100	-49.797600
297	11.689100	-49.797600
298	17.689100	-49.797600
299	23.689100	-49.797600
300	29.689100	-49.797600
301	35.689100	-49.797600
302	41.689100	-49.797600
303	47.689100	-49.797600
304	53.689100	-49.797600
305	59.689100	-49.797600
306	65.689100	-49.797600
307	71.689100	-49.797600
308	77.689100	-49.797600
309	83.689100	-49.797600
310	89.689100	-49.797600
311	95.689100	-49.797600
312	101.689100	-49.797600
313	107.689100	-49.797600
314	113.689100	-49.797600
315	119.689100	-49.797600
316	125.689100	-49.797600
317	131.689100	-49.797600
318	137.689100	-49.797600
319	143.689100	-49.797600
320	149.689100	-49.797600
321	155.689100	-49.797600
322	161.689100	-49.797600
323	167.689100	-49.797600
324	173.689100	-49.797600
325	179.689100	-49.797600
326	185.689100	-49.797600
327	191.689100	-49.797600
328	197.689100	-49.797600
329	203.689100	-49.797600
330	209.689100	-49.797600
331	215.689100	-49.797600
332	221.689100	-49.797600
333	227.689100	-49.797600
334	233.689100	-49.797600
335	239.689100	-49.797600
336	245.689100	-49.797600
337	251.689100	-49.797600
338	257.689100	-49.797600
339	263.689100	-49.797600
340	269.689100	-49.797600
341	275.689100	-49.797600
342	281.689100	-49.797600
343	287.689100	-49.797600
344	293.689100	-49.797600
345	299.689100	-49.797600
346	305.689100	-49.797600
347	311.689100	-49.797600
348	317.689100	-49.797600
349	323.689100	-49.797600
350	329.689100	-49.797600
351	335.689100	-49.797600
352	341.689100	-49.797600
353	347.689100	-49.797600
354	353.689100	-49.797600
355	359.709600	-45.798000
356	5.334600	-45.798000
357	10.959600	-45.798000
358	16.584600	-45.798000
359	22.209600	-45.798000
360	27.834600	-45.798000
361	33.459600	-45.798000
362	39.084600	-45.798000
363	44.709600	-45.798000
364	50.334600	-45.798000
365	55.959600	-45.798000
366	61.584600	-45.798000
367	67.209600	-45.798000
368	72.834600	-45.798000
369	78.459600	-45.798000
370	84.084600	-45.798000
371	89.709600	-45.798000
372	95.334600	-45.798000
373	100.959600	-45.798000
374	106.584600	-45.798000
375	112.209600	-45.798000
376	117.834600	-45.798000
377	123.459600	-45.798000
378	129.084600	-45.798000
379	134.709600	-45.798000
380	140.334600	-45.798000
381	145.959600	-45.798000
382	151.584600	-45.798000
383	157.209600	-45.798000
384	162.834600	-45.798000
385	168.459600	-45.798000
386	174.084600	-45.798000
387	179.709600	-45.798000
388	185.334600	-45.798000
389	190.959600	-45.798000
390	196.584600	-45.798000
391	202.209600	-45.798000
392	207.834600	-45.798000
393	213.459600	-45.798000
394	219.084600	-45.798000
395	224.709600	-45.798000
396	230.334600	-45.798000
397	235.959600	-45.798000
398	241.584600	-45.798000
399	247.209600	-45.798000
400	252.834600	-45.798000
401	258.459600	-45.798000
402	264.084600	-45.798000
403	269.709600	-45.798000
404	275.334600	-45.798000
405	280.959600	-45.798000
406	286.584600	-45.798000
407	292.209600	-45.798000
408	297.834600	-45.798000
409	303.459600	-45.798000
410	309.084600	-45.798000
411	314.709600	-45.798000
412	320.334600	-45.798000
413	325.959600	-45.798000
414	331.584600	-45.798000
415	337.209600	-45.798000
416	342.834600	-45.798000
417	348.459600	-45.798000
418	354.084600	-45.798000
419	359.727900	-41.798100
420	5.022000	-41.798100
421	10.316100	-41.798100
422	15.610300	-41.798100
423	20.904400	-41.798100
424	26.198500	-41.798100
425	31.492600	-41.798100
426	36.786700	-41.798100
427	42.080800	-41.798100
428	47.375000	-41.798100
429	52.669100	-41.798100
430	57.963200	-41.798100
431	63.257300	-41.798100
432	68.551400	-41.798100
433	73.845600	-41.798100
434	79.139700	-41.798100
435	84.433800	-41.798100
436	89.727900	-41.798100
437	95.022000	-41.798100
438	100.316100	-41.798100
439	105.610300	-41.798100
440	110.904400	-41.798100
441	116.198500	-41.798100
442	121.492600	-41.798100
443	126.786700	-41.798100
444	132.080800	-41.798100
445	137.375000	-41.798100
446	142.669100	-41.798100
447	147.963200	-41.798100
448	153.257300	-41.798100
449	158.551400	-41.798100
450	163.845600	-41.798100
451	169.139700	-41.798100
452	174.433800	-41.798100
453	179.727900	-41.798100
454	185.022000	-41.798100
455	190.316100	-41.798100
456	195.610200	-41.798100
457	200.904400	-41.798100
458	206.198500	-41.798100
459	211.492600	-41.798100
460	216.786700	-41.798100
461	222.080800	-41.798100
462	227.375000	-41.798100
463	232.669100	-41.798100
464	237.963200	-41.798100
465	243.257300	-41.798100
466	248.551400	-41.798100
467	253.845600	-41.798100
468	259.139600	-41.798100
469	264.433800	-41.798100
470	269.727900	-41.798100
471	275.022000	-41.798100
472	280.316100	-41.798100
473	285.610300	-41.798100
474	290.904400	-41.798100
475	296.198500	-41.798100
476	301.492600	-41.798100
477	306.786700	-41.798100
478	312.080800	-41.798100
479	317.374900	-41.798100
480	322.669100	-41.798100
481	327.963200	-41.798100
482	333.257300	-41.798100
483	338.551400	-41.798100
484	343.845600	-41.798100
485	349.139600	-41.798100
486	354.433800	-41.798100
487	359.743900	-37.798200
488	4.743900	-37.798200
489	9.743900	-37.798200
490	14.743900	-37.798200
491	19.743900	-37.798200
492	24.743900	-37.798200
493	29.743900	-37.798200
494	34.743900	-37.798200
495	39.743900	-37.798200
496	44.743900	-37.798200
497	49.743900	-37.798200
498	54.743900	-37.798200
499	59.743900	-37.798200
500	64.743900	-37.798200
501	69.743900	-37.798200
502	74.743900	-37.798200
503	79.743900	-37.798200
504	84.743900	-37.798200
505	89.743900	-37.798200
506	94.743900	-37.798200
507	99.743900	-37.798200
508	104.743900	-37.798200
509	109.743900	-37.798200
510	114.743900	-37.798200
511	119.743900	-37.798200
512	124.743900	-37.798200
513	129.743900	-37.798200
514	134.743900	-37.798200
515	139.743900	-37.798200
516	144.743900	-37.798200
517	149.743900	-37.798200
518	154.743900	-37.798200
519	159.743900	-37.798200
520	164.743900	-37.798200
521	169.743900	-37.798200
522	174.743900	-37.798200
523	179.743900	-37.798200
524	184.743900	-37.798200
525	189.743900	-37.798200
526	194.743900	-37.798200
527	199.743900	-37.798200
528	204.743900	-37.798200
529	209.743900	-37.798200
530	214.743900	-37.798200
531	219.743900	-37.798200
532	224.743900	-37.798200
533	229.743900	-37.798200
534	234.743900	-37.798200
535	239.743900	-37.798200
536	244.743900	-37.798200
537	249.743900	-37.798200
538	254.743900	-37.798200
539	259.743900	-37.798200
540	264.743900	-37.798200
541	269.743900	-37.798200
542	274.743900	-37.798200
543	279.743900	-37.798200
544	284.743900	-37.798200
545	289.743900	-37.798200
546	294.743900	-37.798200
547	299.743900	-37.798200
548	304.743900	-37.798200
549	309.743900	-37.798200
550	314.743900	-37.798200
551	319.743900	-37.798200
552	324.743900	-37.798200
553	329.743900	-37.798200
554	334.743900	-37.798200
555	339.743900	-37.798200
556	344.743900	-37.798200
557	349.743900	-37.798200
558	354.743900	-37.798200
559	359.758000	-33.798400
560	4.494900	-33.798400
561	9.231700	-33.798400
562	13.968600	-33.798400
563	18.705400	-33.798400
564	23.442200	-33.798400
565	28.179100	-33.798400
566	32.915900	-33.798400
567	37.652800	-33.798400
568	42.389600	-33.798400
569	47.126500	-33.798400
570	51.863300	-33.798400
571	56.600100	-33.798400
572	61.337000	-33.798400
573	66.073800	-33.798400
574	70.810700	-33.798400
575	75.547500	-33.798400
576	80.284300	-33.798400
577	85.021200	-33.798400
578	89.758000	-33.798400
579	94.494900	-33.798400
580	99.231700	-33.798400
581	103.968600	-33.798400
582	108.705400	-33.798400
583	113.442200	-33.798400
584	118.179100	-33.798400
585	122.915900	-33.798400
586	127.652800	-33.798400
587	132.389600	-33.798400
588	137.126500	-33.798400
589	141.863300	-33.798400
590	146.600100	-33.798400
591	151.337000	-33.798400
592	156.073800	-33.798400
593	160.810700	-33.798400
594	165.547500	-33.798400
595	170.284400	-33.798400
596	175.021200	-33.798400
597	179.758000	-33.798400
598	184.494900	-33.798400
599	189.231700	-33.798400
600	193.968600	-33.798400
601	198.705400	-33.798400
602	203.442300	-33.798400
603	208.179100	-33.798400
604	212.915900	-33.798400
605	217.652800	-33.798400
606	222.389600	-33.798400
607	227.126500	-33.798400
608	231.863300	-33.798400
609	236.600100	-33.798400
610	241.337000	-33.798400
611	246.073800	-33.798400
612	250.810700	-33.798400
613	255.547500	-33.798400
614	260.284300	-33.798400
615	265.021200	-33.798400
616	269.758000	-33.798400
617	274.494900	-33.798400
618	279.231700	-33.798400
619	283.968600	-33.798400
620	288.705400	-33.798400
621	293.442200	-33.798400
622	298.179100	-33.798400
623	302.915900	-33.798400
624	307.652800	-33.798400
625	312.389600	-33.798400
626	317.126500	-33.798400
627	321.863300	-33.798400
628	326.600100	-33.798400
629	331.337000	-33.798400
630	336.073800	-33.798400
631	340.810700	-33.798400
632	345.547500	-33.798400
633	350.284300	-33.798400
634	355.021200	-33.798400
635	359.768100	-29.798900
636	4.325000	-29.798900
637	8.882000	-29.798900
638	13.439000	-29.798900
639	17.995900	-29.798900
640	22.552900	-29.798900
641	27.109900	-29.798900
642	31.666800	-29.798900
643	36.223800	-29.798900
644	40.780700	-29.798900
645	45.337700	-29.798900
646	49.894700	-29.798900
647	54.451600	-29.798900
648	59.008600	-29.798900
649	63.565600	-29.798900
650	68.122500	-29.798900
651	72.679500	-29.798900
652	77.236400	-29.798900
653	81.793400	-29.798900
654	86.350400	-29.798900
655	90.907300	-29.798900
656	95.464300	-29.798900
657	100.021300	-29.798900
658	104.578200	-29.798900
659	109.135200	-29.798900
660	113.692100	-29.798900
661	118.249100	-29.798900
662	122.806100	-29.798900
663	127.363000	-29.798900
664	131.920000	-29.798900
665	136.476900	-29.798900
666	141.033900	-29.798900
667	145.590900	-29.798900
668	150.147800	-29.798900
669	154.704800	-29.798900
670	159.261800	-29.798900
671	163.818700	-29.798900
672	168.375700	-29.798900
673	172.932600	-29.798900
674	177.489600	-29.798900
675	182.046600	-29.798900
676	186.603500	-29.798900
677	191.160500	-29.798900
678	195.717500	-29.798900
679	200.274400	-29.798900
680	204.831400	-29.798900
681	209.388300	-29.798900
682	213.945300	-29.798900
683	218.502300	-29.798900
684	223.059200	-29.798900
685	227.616200	-29.798900
686	232.173100	-29.798900
687	236.730100	-29.798900
688	241.287100	-29.798900
689	245.844000	-29.798900
690	250.401000	-29.798900
691	254.958000	-29.798900
692	259.514900	-29.798900
693	264.071900	-29.798900
694	268.628800	-29.798900
695	273.185800	-29.798900
696	277.742800	-29.798900
697	282.299700	-29.798900
698	286.856700	-29.798900
699	291.413700	-29.798900
700	295.970600	-29.798900
701	300.527600	-29.798900
702	305.084600	-29.798900
703	309.641500	-29.798900
704	314.198500	-29.798900
705	318.755400	-29.798900
706	323.312400	-29.798900
707	327.869300	-29.798900
708	332.426300	-29.798900
709	336.983300	-29.798900
710	341.540200	-29.798900
711	346.097200	-29.798900
712	350.654200	-29.798900
713	355.211100	-29.798900
714	359.777400	-25.799000
715	4.167600	-25.799000
716	8.557800	-25.799000
717	12.948100	-25.799000
718	17.338300	-25.799000
719	21.728600	-25.799000
720	26.118800	-25.799000
721	30.509100	-25.799000
722	34.899300	-25.799000
723	39.289600	-25.799000
724	43.679800	-25.799000
725	48.070000	-25.799000
726	52.460300	-25.799000
727	56.850500	-25.799000
728	61.240800	-25.799000
729	65.631000	-25.799000
730	70.021300	-25.799000
731	74.411500	-25.799000
732	78.801800	-25.799000
733	83.192000	-25.799000
734	87.582200	-25.799000
735	91.972500	-25.799000
736	96.362700	-25.799000
737	100.753000	-25.799000
738	105.143200	-25.799000
739	109.533500	-25.799000
740	113.923700	-25.799000
741	118.313900	-25.799000
742	122.704200	-25.799000
743	127.094400	-25.799000
744	131.484700	-25.799000
745	135.874900	-25.799000
746	140.265200	-25.799000
747	144.655400	-25.799000
748	149.045700	-25.799000
749	153.435900	-25.799000
750	157.826100	-25.799000
751	162.216400	-25.799000
752	166.606600	-25.799000
753	170.996900	-25.799000
754	175.387100	-25.799000
755	179.777400	-25.799000
756	184.167600	-25.799000
757	188.557800	-25.799000
758	192.948100	-25.799000
759	197.338300	-25.799000
760	201.728600	-25.799000
761	206.118800	-25.799000
762	210.509100	-25.799000
763	214.899300	-25.799000
764	219.289600	-25.799000
765	223.679800	-25.799000
766	228.070100	-25.799000
767	232.460300	-25.799000
768	236.850500	-25.799000
769	241.240800	-25.799000
770	245.631000	-25.799000
771	250.021300	-25.799000
772	254.411500	-25.799000
773	258.801700	-25.799000
774	263.192000	-25.799000
775	267.582200	-25.799000
776	271.972500	-25.799000
777	276.362700	-25.799000
778	280.753000	-25.799000
779	285.143200	-25.799000
780	289.533500	-25.799000
781	293.923700	-25.799000
782	298.313900	-25.799000
783	302.704200	-25.799000
784	307.094400	-25.799000
785	311.484700	-25.799000
786	315.874900	-25.799000
787	320.265200	-25.799000
788	324.655400	-25.799000
789	329.045700	-25.799000
790	333.435900	-25.799000
791	337.826200	-25.799000
792	342.216400	-25.799000
793	346.606600	-25.799000
794	350.996900	-25.799000
795	355.387100	-25.799000
796	359.783200	-21.799200
797	4.068900	-21.799200
798	8.354600	-21.799200
799	12.640300	-21.799200
800	16.926000	-21.799200
801	21.211700	-21.799200
802	25.497500	-21.799200
803	29.783200	-21.799200
804	34.068900	-21.799200
805	38.354600	-21.799200
806	42.640300	-21.799200
807	46.926000	-21.799200
808	51.211700	-21.799200
809	55.497500	-21.799200
810	59.783200	-21.799200
811	64.068900	-21.799200
812	68.354600	-21.799200
813	72.640300	-21.799200
814	76.926000	-21.799200
815	81.211700	-21.799200
816	85.497500	-21.799200
817	89.783200	-21.799200
818	94.068900	-21.799200
819	98.354600	-21.799200
820	102.640300	-21.799200
821	106.926000	-21.799200
822	111.211700	-21.799200
823	115.497500	-21.799200
824	119.783200	-21.799200
825	124.068900	-21.799200
826	128.354600	-21.799200
827	132.640300	-21.799200
828	136.926000	-21.799200
829	141.211800	-21.799200
830	145.497500	-21.799200
831	149.783200	-21.799200
832	154.068900	-21.799200
833	158.354600	-21.799200
834	162.640300	-21.799200
835	166.926000	-21.799200
836	171.211700	-21.799200
837	175.497500	-21.799200
838	179.783200	-21.799200
839	184.068900	-21.799200
840	188.354600	-21.799200
841	192.640300	-21.799200
842	196.926000	-21.799200
843	201.211700	-21.799200
844	205.497500	-21.799200
845	209.783200	-21.799200
846	214.068900	-21.799200
847	218.354600	-21.799200
848	222.640300	-21.799200
849	226.926000	-21.799200
850	231.211700	-21.799200
851	235.497500	-21.799200
852	239.783200	-21.799200
853	244.068900	-21.799200
854	248.354600	-21.799200
855	252.640300	-21.799200
856	256.926000	-21.799200
857	261.211700	-21.799200
858	265.497400	-21.799200
859	269.783200	-21.799200
860	274.068900	-21.799200
861	278.354600	-21.799200
862	282.640300	-21.799200
863	286.926000	-21.799200
864	291.211700	-21.799200
865	295.497400	-21.799200
866	299.783200	-21.799200
867	304.068900	-21.799200
868	308.354600	-21.799200
869	312.640300	-21.799200
870	316.926000	-21.799200
871	321.211700	-21.799200
872	325.497400	-21.799200
873	329.783200	-21.799200
874	334.068900	-21.799200
875	338.354600	-21.799200
876	342.640300	-21.799200
877	346.926000	-21.799200
878	351.211700	-21.799200
879	355.497400	-21.799200
880	359.788800	-17.799100
881	3.974800	-17.799100
882	8.160900	-17.799100
883	12.346900	-17.799100
884	16.533000	-17.799100
885	20.719000	-17.799100
886	24.905100	-17.799100
887	29.091100	-17.799100
888	33.277200	-17.799100
889	37.463200	-17.799100
890	41.649200	-17.799100
891	45.835300	-17.799100
892	50.021300	-17.799100
893	54.207400	-17.799100
894	58.393400	-17.799100
895	62.579500	-17.799100
896	66.765500	-17.799100
897	70.951600	-17.799100
898	75.137600	-17.799100
899	79.323700	-17.799100
900	83.509700	-17.799100
901	87.695800	-17.799100
902	91.881800	-17.799100
903	96.067800	-17.799100
904	100.253900	-17.799100
905	104.439900	-17.799100
906	108.626000	-17.799100
907	112.812000	-17.799100
908	116.998100	-17.799100
909	121.184100	-17.799100
910	125.370200	-17.799100
911	129.556200	-17.799100
912	133.742300	-17.799100
913	137.928300	-17.799100
914	142.114400	-17.799100
915	146.300400	-17.799100
916	150.486500	-17.799100
917	154.672500	-17.799100
918	158.858500	-17.799100
919	163.044600	-17.799100
920	167.230600	-17.799100
921	171.416700	-17.799100
922	175.602700	-17.799100
923	179.788800	-17.799100
924	183.974800	-17.799100
925	188.160900	-17.799100
926	192.346900	-17.799100
927	196.533000	-17.799100
928	200.719000	-17.799100
929	204.905100	-17.799100
930	209.091100	-17.799100
931	213.277200	-17.799100
932	217.463200	-17.799100
933	221.649300	-17.799100
934	225.835300	-17.799100
935	230.021300	-17.799100
936	234.207400	-17.799100
937	238.393400	-17.799100
938	242.579500	-17.799100
939	246.765500	-17.799100
940	250.951600	-17.799100
941	255.137600	-17.799100
942	259.323700	-17.799100
943	263.509700	-17.799100
944	267.695800	-17.799100
945	271.881800	-17.799100
946	276.067900	-17.799100
947	280.253900	-17.799100
948	284.440000	-17.799100
949	288.626000	-17.799100
950	292.812000	-17.799100
951	296.998100	-17.799100
952	301.184100	-17.799100
953	305.370200	-17.799100
954	309.556200	-17.799100
955	313.742300	-17.799100
956	317.928300	-17.799100
957	322.114400	-17.799100
958	326.300400	-17.799100
959	330.486500	-17.799100
960	334.672500	-17.799100
961	338.858500	-17.799100
962	343.044600	-17.799100
963	347.230600	-17.799100
964	351.416700	-17.799100
965	355.602700	-17.799100
966	359.794000	-13.799400
967	3.884900	-13.799400
968	7.975800	-13.799400
969	12.066700	-13.799400
970	16.157600	-13.799400
971	20.248500	-13.799400
972	24.339400	-13.799400
973	28.430400	-13.799400
974	32.521300	-13.799400
975	36.612200	-13.799400
976	40.703100	-13.799400
977	44.794000	-13.799400
978	48.884900	-13.799400
979	52.975800	-13.799400
980	57.066700	-13.799400
981	61.157600	-13.799400
982	65.248500	-13.799400
983	69.339400	-13.799400
984	73.430300	-13.799400
985	77.521300	-13.799400
986	81.612200	-13.799400
987	85.703100	-13.799400
988	89.794000	-13.799400
989	93.884900	-13.799400
990	97.975800	-13.799400
991	102.066700	-13.799400
992	106.157600	-13.799400
993	110.248500	-13.799400
994	114.339400	-13.799400
995	118.430300	-13.799400
996	122.521300	-13.799400
997	126.612200	-13.799400
998	130.703100	-13.799400
999	134.794000	-13.799400
1000	138.884900	-13.799400
1001	142.975800	-13.799400
1002	147.066700	-13.799400
1003	151.157600	-13.799400
1004	155.248500	-13.799400
1005	159.339400	-13.799400
1006	163.430300	-13.799400
1007	167.521300	-13.799400
1008	171.612200	-13.799400
1009	175.703100	-13.799400
1010	179.794000	-13.799400
1011	183.884900	-13.799400
1012	187.975800	-13.799400
1013	192.066700	-13.799400
1014	196.157600	-13.799400
1015	200.248500	-13.799400
1016	204.339400	-13.799400
1017	208.430300	-13.799400
1018	212.521300	-13.799400
1019	216.612200	-13.799400
1020	220.703100	-13.799400
1021	224.794000	-13.799400
1022	228.884900	-13.799400
1023	232.975800	-13.799400
1024	237.066700	-13.799400
1025	241.157600	-13.799400
1026	245.248500	-13.799400
1027	249.339400	-13.799400
1028	253.430300	-13.799400
1029	257.521300	-13.799400
1030	261.612200	-13.799400
1031	265.703100	-13.799400
1032	269.794000	-13.799400
1033	273.884900	-13.799400
1034	277.975800	-13.799400
1035	282.066700	-13.799400
1036	286.157600	-13.799400
1037	290.248500	-13.799400
1038	294.339400	-13.799400
1039	298.430300	-13.799400
1040	302.521300	-13.799400
1041	306.612200	-13.799400
1042	310.703100	-13.799400
1043	314.794000	-13.799400
1044	318.884900	-13.799400
1045	322.975800	-13.799400
1046	327.066700	-13.799400
1047	331.157600	-13.799400
1048	335.248500	-13.799400
1049	339.339400	-13.799400
1050	343.430300	-13.799400
1051	347.521300	-13.799400
1052	351.612200	-13.799400
1053	355.703100	-13.799400
1054	359.796700	-9.799700
1055	3.841700	-9.799700
1056	7.886600	-9.799700
1057	11.931600	-9.799700
1058	15.976500	-9.799700
1059	20.021400	-9.799700
1060	24.066400	-9.799700
1061	28.111300	-9.799700
1062	32.156300	-9.799700
1063	36.201200	-9.799700
1064	40.246200	-9.799700
1065	44.291100	-9.799700
1066	48.336000	-9.799700
1067	52.381000	-9.799700
